OBJECTID,contract_number,contract_description,contractor_id,contractor_name,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1,aging,,,
3867,91900220,AFTER HOURS ANSWERING SERVICE                     ,7967,ASHLEY M ARRINGTON,POSTED,GS   (GEN SERV),,2021/08/24 00:00:00+00,3500,11100,778,DANIELS COMMUNICATIONS INC,3866,31-60,,,
3868,91100549,REPAIRS AT STATION 9                              ,20007,"DUNBAR ARMORED, INC.",CLOSED,GENERAL,,2010/11/09 00:00:00+00,314.75,314.75,2401,DAVID D SMITH AND COMPANY,3867,1-30,,,
3869,91000472,ATTEND WEBINAR AND PRODUCE NOTES FOR DEPT. HEADS  ,1736,MOUNTAIN HOUSING OPPORTUNITIES,CLOSED,PRO  (PRO SERVIC),,2010/08/19 00:00:00+00,150,150,8883,KAREN FIELD,3868,61-90,,,
3870,91600268,SIRE 6 MONTH HOSTING                              ,4037,LIQUID HANDLING EQUIPMENT,CLOSED,GS   (GEN SERV),,2016/08/03 00:00:00+00,8700,8700,15264,"HYLAND SOFTWARE, INC",3869,1-30,,,
3871,91300286,TIGER II REDEVELOPMENT PLANNING - HERITAGE DIRECT ,36666,"INSTA ANSWER,LLC",CLOSED,LW   (DON'T USE),,2014/08/08 00:00:00+00,55000,55000,16580,"GALLAHER, THOMAS BURKE",3870,1-30,,,
3872,92200165,APPLICANT  TRACKING                               ,11481,"WILSON, ARNOLD THOMAS",POSTED,GS   (GEN SERV),,2021/09/07 00:00:00+00,13340.25,13340.25,13246,GOVERNMENT JOBS.COM INC.,3871,Current,,,
3873,91300032,GROUNDS MAINTENANCE FOR WEST DISTRICT             ,3251,CELINE AND COMPANY,CLOSED,LW   (DON'T USE),,2012/07/02 00:00:00+00,32940,32940,19668,"WILDE ACRE LANDSCAPES, INC.",3872,Current,,,
3874,91900239,INDEPENDENT INVESTIGATOR                          ,31262,"ADVANTAGE CIVIL ENGINEERING, PA",CLOSED,GS   (GEN SERV),,2020/06/01 00:00:00+00,15000,18920,31258,"DAVIS HARTMAN WRIGHT, PLLC",3873,31-60,,,
3875,91000629,PHASE ONE ENVIRONMENTAL SITE ASSESSMENT           ,25580,PRECISION RESCUE VEHICLES,CLOSED,GS   (GEN SERV),,2010/09/01 00:00:00+00,2500,5200,8280,"ECS SOUTHEAST, LLP",3874,90+,,,
3876,91400163,REPLACE BOILER AT STEPHENS LEE CENTER             ,3907,GREATER ASHEVILLE LIONS,CLOSED,CON  (CONSTUCT/R),,2013/11/11 00:00:00+00,39921,39921,2152,R & W INC,3875,31-60,,,
3877,91700221,FOOD ACTION PLANNING                              ,3962,GREEN LIGHT ELECTRIC CO,CLOSED,GS   (GEN SERV),,2018/06/28 00:00:00+00,11000,11000,26385,BOUNTIFUL CITIES PROJECT INC,3876,90+,,,
3878,92100509,FY2020-2021 FINANCIAL AUDIT CONTRACT              ,35,ASHEVILLE CHAMBER OF COMMERCE,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,125800,125800,37384,"PBMARES, LLP",3877,31-60,,,
3879,91100642,CITIZEN-TIMES HR RECRUITING ADS                   ,38490,REGINALD RICHARDSON,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,22390,21975.42,36,ASHEVILLE CITIZEN-TIMES,3878,1-30,,,
3880,91900414,HENDERSON COUNTY HABITAT DODD MEADOWS FY 18-19    ,11988,CERNER HEALTHCARE SOLUTIONS,CLOSED,HUD (GEN SERV-HUD),HOME,2022/02/14 00:00:00+00,180000,0,5971,HENDERSON CO HABITAT FOR HUMAN,3879,61-90,,,
3881,91500220,POSTAGE - STORMWATER SERVICES Y1 OF MULTI-YR CNTRT,1343,ICI DOOR CONTROL,CLOSED,GS   (GEN SERV),,2016/05/17 00:00:00+00,18000,17178.95,3204,MAIL MANAGEMENT SERVICES,3880,1-30,,,
3882,91700215,ASHEVILLE AREA HABITAT FOR HOMEONWER SVC FY 16-17 ,8458,JIMMY L BRANCH JR.,CLOSED,HUD (GEN SERV-HUD),CDBG,2017/06/29 00:00:00+00,50000,50000,41,ASHEVILLE AREA HABITAT FOR HUM,3881,1-30,,,
3883,92100110,POSTAGE WATER RESOURCES YR 3 OF 4                 ,10921,"LANDAUER, INC.",CLOSED,GS   (GEN SERV),SUPPLEMENTAL,2021/09/27 00:00:00+00,225000,223011.11,3204,MAIL MANAGEMENT SERVICES,3882,Current,,,
3884,91100350,K-9 TRAINING FOR DOGS AND HANDLERS                ,10710,PLAIN JANE AUTOMOBILE,CLOSED,GENERAL,,2011/08/10 00:00:00+00,2550,2550,2554,"SOUTHERN POLICE CANINE, INC.",3883,1-30,,,
3885,91900440,RICHMOND HILL SEPTIC INSTALLATION                 ,25784,"HOST COMPLIANCE, LLC",CLOSED,CON  (CONSTUCT/R),,2020/06/04 00:00:00+00,14785,12785,32490,BARTLETT CONSTRUCTION & LANDSCAPING CO.,3884,61-90,,,
3886,92100057,GUARD SERVICES FOR MULTI CITY LOCATIONS           ,25838,DAYBREAK INC.,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,89900,89900,35267,STRATEGIC SECURITY CORP,3885,1-30,,,
3887,91000489,JANITORIAL SERVICE FOR CIVIC CENTER EVENTS        ,14151,"JAMESON MEDICAL, INC",CLOSED,GS   (GEN SERV),,2013/11/08 00:00:00+00,9600,19581.39,2402,SPOTLESS CLEANING SERVICE,3886,90+,,,
3888,91000598,ROLE PLAYING FOR PROMOTIONAL PROCESS              ,7112,THOMAS GLOVER ASSOCIATES,CLOSED,GENERAL,,2010/06/04 00:00:00+00,240,240,176,ASHEVILLE COMMUNITY THEATRE,3887,Current,,,
3889,91100696,DIRECTIONAL BORING FOR WATER LINE UNDER HVL RD    ,7967,ASHLEY M ARRINGTON,CLOSED,GS   (GEN SERV),,2011/02/07 00:00:00+00,1500,1500,11623,"MOUNTAIN UNDERGROUND, INC.",3888,90+,,,
3890,91600124,3RD PARTY CLAIM HANDLING ADMIN - LIABILITY        ,17833,"CLOUDVELOX, INC.",CLOSED,RISK - HR / INS,,2016/06/21 00:00:00+00,19800,18400,5861,PMA MANAGEMENT CORPORATION,3889,90+,,,
3891,91400090,ANNUAL CONTRACT FOR MULTIPLE LOCATIONS            ,30461,DOMOKUR ARCHITECTS INC,CLOSED,GS   (GEN SERV),,2015/06/17 00:00:00+00,21480,15639.5,7265,SIMPLEXGRINNELL,3890,Current,,,
3892,92100317,FIRE ALARM SPRINKLER INSPECTIONS - MILLS RIVER    ,31405,"TRAFFIC PLANNING AND DESIGN, INC.",CLOSED,GS   (GEN SERV),,2021/05/25 00:00:00+00,1695,1695,5519,"JOHNSON CONTROLS, INC.",3891,1-30,,,
3893,91000395,TEMPORARY EMPLOYEE TO HELP IN THE OFFICE          ,28044,THE EI GROUP INC,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,16200,16200,147,ADECCO TEMPORARY SERVICES INC,3892,1-30,,,
3894,91200238,FRANEM ACRES WATERLINE INSTALLATION               ,34185,ACUMEN DATA SYSTEMS INC.,CLOSED,CON  (CONSTUCT/R),,2012/07/12 00:00:00+00,88031,76479,13848,CANA CONSTRUCTION,3893,90+,,,
3895,91700154,PISGAH LEGAL  SERVICES - HOMELESSNESS PR FY 16-17 ,14734,EMMANUEL FIGARO,CLOSED,HUD (GEN SERV-HUD),CDBG,2017/06/29 00:00:00+00,41000,41000,2037,PISGAH LEGAL SERVICES,3894,1-30,,,
3896,91800428,FIX LIGHTING ISSUE AT CARRIER PARK                ,10097,"RUFFINI, NINA",CLOSED,CON  (CONSTUCT/R),,2019/06/13 00:00:00+00,12425,12425,1188,M B HAYNES CORPORATION,3895,Current,,,
3897,91100640,ASHEVILLE GREEEN  OPPORTUNITIES- WORKSHOP         ,12349,BRANTLEY CONSTRUCTION CO. LLC,CLOSED,GS   (GEN SERV),,2010/12/21 00:00:00+00,1000,1000,9012,GREEN OPPORTUNITIES INC,3896,1-30,,,
3898,91100077,BC ENTERTAINER - TOWN MOUNTAIN                    ,12819,W.K. DICKSON & CO. INC.,CLOSED,ENT  (ENTERTAIN),,2010/07/02 00:00:00+00,850,850,10711,"TOWN MOUNTAIN, LLC",3897,31-60,,,
3899,91800426,ONE ASHEVILLE IMPROVEMENTS                        ,18783,EXPRESS SERVICES INC,CLOSED,GS   (GEN SERV),,2019/06/04 00:00:00+00,6750,6750,20045,"CONANT, PATRICK RYAN",3898,61-90,,,
3900,91300037,REED CREEK GUARD RAIL REPLACEMENT                 ,12250,"JGB INDUSTRIES, INC.",CLOSED,GS   (GEN SERV),,2012/07/03 00:00:00+00,13000,13000,10025,"MORRIS, MARK A  DBA FENCE SCAPES",3899,61-90,,,
3901,91000225,21ST CCLC ENRICHMENT INSTRUCTOR                   ,12673,"REED, MELISA BUTLER",CLOSED,INS  (INSTRUCTOR),,2010/01/28 00:00:00+00,1540,1540,7734,LEAF GLOBAL ARTS,3900,90+,,,
3902,91000132,                                                  ,6720,UTILITIES REDUCTION SPECIALIST,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,32000,32000,609,CINCINNATI SYSTEMS INC,3901,Current,,,
3903,91300049,CJIS\ODE FY 2012-13 AGREEMENT CONTINUATION        ,2001,PEPSI COLA BOTTLING,CLOSED,GS   (GEN SERV),,2014/05/21 00:00:00+00,875939,725939,416,BUNCOMBE COUNTY FINANCE DEPT,3902,31-60,,,
3904,91400039,ANNUAL COST TO MAINTAIN FLASHING LIGHT CROSSING   ,31852,TAYLOR JOHNSON,CLOSED,GS   (GEN SERV),,2014/06/02 00:00:00+00,11206.5,11206.5,1923,NORFOLK SOUTHERN CORPORATION,3903,31-60,,,
3905,91100321,MASTER CONTRACT FOR WIRING-SETEL                  ,2925,XI DELTA RHO CHAP BETA SIGMA P,CLOSED,GS   (GEN SERV),,2010/08/13 00:00:00+00,25000,25000,2533,SOUTHEASTERN TELECOM INC,3904,31-60,,,
3906,91700153,CITY HALL BOILER REPAIR                           ,33346,LC INDUSTRIES DBA SIGNS TO THE NINES,CLOSED,GS   (GEN SERV),,2017/04/18 00:00:00+00,9890,9890,1650,"BOLTON CONSTRUCTION AND SERVICE OF WNC, INC.",3905,90+,,,
3907,91500143,ASHEVILLE DESIGN CENTER STRATEGIC PARTNER GT 14-15,12347,"CAPTURION NETWORK, LLC",CLOSED,GS   (GEN SERV),,2016/06/10 00:00:00+00,4000,4000,9235,"ASHEVILLE DESIGN CENTER, INC.",3906,Current,,,
3908,91200229,POS SYSTEM FOR CIVIC CENTER CONCESSIONS           ,12347,"CAPTURION NETWORK, LLC",CLOSED,GENERAL,,2012/11/14 00:00:00+00,130855.34,124150.64,13235,POSTEC INC,3907,31-60,,,
3909,91200066,RENEWAL OF CLOSED CONTRACT 91100118-AUTO AID      ,11439,"CONCRETE REPAIR& RESTORATION, INC.",CLOSED,GENERAL,,2011/07/18 00:00:00+00,56053.71,56053.71,2340,SKYLAND VOLUNTEER FIRE DEPT,3908,Current,,,
3910,91500057,FHAP 2014 - LAND OF SKY REGIONAL COUNCIL          ,22079,"BISSINGER, SCOTT J.",CLOSED,GS   (GEN SERV),,2015/06/20 00:00:00+00,11000,11000,1535,LAND-OF-SKY REGIONAL COUNCIL,3909,1-30,,,
3911,91700257,WILLIAM DEBRUHL WTP FACILITY IMPROVEMENTS/ROOF    ,36326,"FLOODFOCUS ENGINEERING, INC.",CLOSED,CON  (CONSTUCT/R),,2018/03/06 00:00:00+00,188870,177508,15934,"ESKOLA, LLC",3910,31-60,,,
3912,92200174,SECURITY SERVICES FOR THE RAMADA INN CONTRACT     ,2533,SOUTHEASTERN TELECOM INC,CREATED,GS   (GEN SERV),SERVICE,2021/09/14 00:00:00+00,,,35267,STRATEGIC SECURITY CORP,3911,90+,,,
3913,92100385,BOND COUNSEL                                      ,3574,MOUNTAIN ENVIRONMENTAL SERVICE,POSTED,GS   (GEN SERV),MULTI-YEAR,2021/10/06 00:00:00+00,115000,175000,2071,PARKER POE ADAMS & BERNSTEIN LLP,3912,90+,,,
3914,91900223,REPAIR OF TANK AND CRACKED JACKETS- HYPO TANK     ,9210,FREDDY MITCHELL AND ASSOCIATES,CLOSED,GS   (GEN SERV),,2019/06/21 00:00:00+00,5048,5048,4037,LIQUID HANDLING EQUIPMENT,3913,Current,,,
3915,91000556,CONSTRUCT A WALL TO NOCTURNAL HALL                ,7793,D H GRIFFIN WRECKING,CLOSED,GS   (GEN SERV),,2010/09/09 00:00:00+00,17025.26,29546.58,10439,"A & B CONSTRUCTION & DEVELOPMENT, INC.",3914,Current,,,
3916,92100198,REPAIRS AND SERVICES TO FLEET VEHICLES            ,33805,AUSTIN CONSTRUCTION AND GRADING COMPANY,POSTED,GS   (GEN SERV),SERVICE,2021/08/20 00:00:00+00,29999,29999,15786,"ATLANTIC EMERGENCY SOLUTIONS, INC.",3915,31-60,,,
3917,92100123,RE-IMAGINING PUBLIC SAFETY FACILITATION           ,10159,"BELLEME, JUSTIN",CLOSED,GS   (GEN SERV),,2021/05/21 00:00:00+00,4500,15000,35432,"AMPLIFY CONSULTING,LLC",3916,1-30,,,
3918,91100285,BC 10 STAGE CREW                                  ,34234,MCS ELECTRICAL INC.,CLOSED,GS   (GEN SERV),,2010/08/03 00:00:00+00,622.5,622.5,7658,WINSTON SMITH JR,3917,61-90,,,
3919,91800318,SKYVIEW PLACE RETAINING WALL DESIGN               ,30460,CHRISTOPHER E GERMAN,CLOSED,PRO  (PRO SERVIC),,2020/05/04 00:00:00+00,60000,84370.82,8280,"ECS SOUTHEAST, LLP",3918,61-90,,,
3920,91100045,WRISTBAND SALES                                   ,25110,LEXISNEXIS RISK SOLUTIONS FL INC.,CLOSED,GENERAL,,2010/07/01 00:00:00+00,2000,2000,8147,MOUNTAIN VOICES ALLIANCE,3919,90+,,,
3921,92100180,FY 20/21 NRW ANALYTICS & PROG. SUPPORT            ,7729,CRAIG M BENHAM,CLOSED,PRO  (PRO SERVIC),SUPPLMNTL ON CALL,2021/08/02 00:00:00+00,89500,89500,4203,CAVANAUGH & ASSOCIATES PA,3920,1-30,,,
3922,91100573,SITE ASSESSMENT FOR WALLER TRACT                  ,17227,"KARL DENSON TINY UNIVERSE, INC.",CLOSED,PRO  (PRO SERVIC),,2010/12/15 00:00:00+00,1100,1100,3261,FROEHLING & ROBERTSON INC,3921,90+,,,
3923,92100092,PACK SQUARE FOUNTAIN ASSESSMENT .                 ,10701,"ACCELERATION TOURING, INC.",CLOSED,CON  (CONSTUCT/R),,2022/01/18 00:00:00+00,8000,280302.56,35263,"W.P. LAW, INC",3922,Current,,,
3924,91000255,INDEPENDENT CONCRETE TESTING                      ,14661,PROFESSIONAL PARTY RENTALS,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,6000,6000,4575,BUNNELL-LAMMONS ENGINEERING,3923,31-60,,,
3925,91000613,WEED & SEED RESOURCE PROVIDER                     ,26947,LASTING IMPRESSION CG LLC,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,1697,1697,10537,YMCA OF WESTERN NC,3924,1-30,,,
3926,91200114,NEW SCOREBOARDS/CIVIC CENTER                      ,33304,TURF DYNAMICS INC.,CLOSED,CON  (CONSTUCT/R),,2012/03/06 00:00:00+00,254715,274415,12347,"CAPTURION NETWORK, LLC",3925,90+,,,
3927,91700141,ONLINE SERVICES TO FULFILL START-UP IN A DAY AWARD,8553,"AXIS SECURITY, INC.",CLOSED,GS   (GEN SERV),,2018/08/14 00:00:00+00,29950,52450,25490,"OPEN COUNTER ENTERPRISES, INC.",3926,1-30,,,
3928,91700408,"FENCE PROJECT MONTFORK, W AVL & VALLEY SPRINGS PAR",12971,T. P. HOWARDS PLUMBING CO INC,CLOSED,GS   (GEN SERV),,2018/05/21 00:00:00+00,26300,23900,10025,"MORRIS, MARK A  DBA FENCE SCAPES",3927,31-60,,,
3929,91000365,PAR-T-PERFECT/DOUGLAS HUTCHINS                    ,8616,WHAT ON EARTH ARCHITECTURE,CLOSED,GS   (GEN SERV),,2013/07/24 00:00:00+00,11355,15397.5,10142,PAR-T-PERFECT/DOUGLAS HUTCHINS,3928,1-30,,,
3930,92200121,FINISH SURFACE OF TENNIS/BASKETBALL COURTS KENILWO,28462,"OSTA, KATHLEEN",POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,24090,24090,28895,"S & S FENCE & TENNIS COURT BUILDERS, INC.",3929,90+,,,
3931,91000430,PEST CONTROL FOR CIVIC CENTER CONCESSIONS         ,27870,WORKPLACE SOLUTIONS LLC,CLOSED,GS   (GEN SERV),,2010/08/11 00:00:00+00,1048.8,1048.8,812,DODSON BROS EXTERMINATING,3930,90+,,,
3932,91100168,SUMMER CAMP FACILITATOR - JEFF MENZER WEEK 8      ,9088,"RUSSELL'S PAINT AND BODY, LLC",CLOSED,INS  (INSTRUCTOR),,2010/07/14 00:00:00+00,712.5,712.5,7544,JT MENZER DBA THE NATURAL GARDENER,3931,31-60,,,
3933,91800367,SERVICE ELEVATOR REPAIR OF PIT EQUIPMENT          ,7560,HUNTLEY CONSTRUCTION COMPANY,CLOSED,GS   (GEN SERV),,2018/05/29 00:00:00+00,15111.28,14122.64,1964,OTIS ELEVATOR COMPANY,3932,90+,,,
3934,92000163,ANNUAL WATER EFFICIENCY ASSESSMENT FEE            ,12798,"ATLANTIC UTILITY SOLUTIONS, INC.",CLOSED,GS   (GEN SERV),,2020/08/12 00:00:00+00,15000,15000,1535,LAND-OF-SKY REGIONAL COUNCIL,3933,90+,,,
3935,91200183,SIDEWALK IMPROVEMENTS ON TUNNEL ROAD & KENILWORTH ,10717,"BRAMBLETT, RANDALL",CLOSED,CON  (CONSTUCT/R),,2012/08/30 00:00:00+00,117268.38,117268.38,9262,"MOORE & SONS SITE CONTRACTORS, INC.",3934,Current,,,
3936,91100807,FLOOR AND WINDOW CLEAN AT MULTIPLE CITY BUILDINGS ,19645,APPALACHIAN SUSTAINAINABLE AGRICULTURE PROJECT,CLOSED,GS   (GEN SERV),,2011/09/22 00:00:00+00,15285,17025,10875,"A.B.B.E. CONSTRUCTION AND REMODELING, LLC",3935,90+,,,
3937,91800170,ANNUAL SUPPORT FOR CISCO INFRASTRUCTURE-YEAR 2    ,28316,ADC ENGINEERING INC,CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,19169.64,52064.64,13965,"CONTINUANT, INC.",3936,61-90,,,
3938,91100109,FENCE RENTAL FOR BC                               ,36022,PENCARINHA INC,CLOSED,RNT  (EQUIP RENT),,2010/07/07 00:00:00+00,3059.37,3059.37,5773,NATIONAL CONSTRUCTION RENTALS,3937,61-90,,,
3939,91200282,REPLACE MCQUAY CHILLER AT MUNI BUILDING           ,5160,HAYES & LUNSFORD ELECT,CLOSED,LW   (DON'T USE),,2012/07/31 00:00:00+00,82814,82814,11641,*** DO NOT USE ** USE VENDOR # 1188,3938,31-60,,,
3940,91100721,JOHN DEERE 4TH YEAR OF LEASE                      ,19025,IAN WILKINSON,CLOSED,LS   (LEASE SVCS),,2015/04/30 00:00:00+00,30672.85,106043.61,11653,JOHN DEERE FINANCIAL,3939,90+,,,
3941,91400037,ANNUAL MAINTENANCE ON GARAGE/GATE EQUIPMENT       ,10778,"WATSON, KELLIN",CLOSED,LW   (DON'T USE),,2015/06/23 00:00:00+00,80100,79489.14,609,CINCINNATI SYSTEMS INC,3940,61-90,,,
3942,91800404,MORRIS ST PHASE 1ESA BUNCOMBE COUNTY LAND         ,27001,GOVHR USA,CLOSED,PRO  (PRO SERVIC),,2018/06/13 00:00:00+00,2000,2000,12332,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",3941,1-30,,,
3943,91100750,STAGE HANDS TO SET UP BASKETBALL FLOOR            ,6348,PERSONNEL SERVICE GROUP INC,CLOSED,CON  (CONSTUCT/R),,2014/05/21 00:00:00+00,4000,3936.24,10114,ENTERTAINMENT PAYROLL SERVICES INC,3942,Current,,,
3944,91500121,REAL ESTATE SERVICES FOR WATER RESOURCES          ,7014,WHALEN TENNIS COMPANY,CLOSED,GS   (GEN SERV),,2015/06/10 00:00:00+00,50000,0,19506,DEWEY INC.,3943,1-30,,,
3945,92100488,TURF AND DRAINAGE - MEMORIAL STADIUM              ,7218,ST LAWRENCE ASSEMBLY 781,POSTED,CON  (CONSTUCT/R),,2022/01/05 00:00:00+00,1045005,1045005,27447,APT ACQUISITION & CONSTRUCTION,3944,31-60,,,
3946,91700213,HENDERSON CTY HABITAT  DODD MEADOW PHS 4 FY 16-17 ,35,ASHEVILLE CHAMBER OF COMMERCE,CLOSED,HUD (GEN SERV-HUD),HOME,2019/06/09 00:00:00+00,130800,130800,5971,HENDERSON CO HABITAT FOR HUMAN,3945,90+,,,
3947,91400269,CARRUER PARK PLANTING CO#1 CLOSE CONTRACT         ,11166,"VAN HORN, VAN",CLOSED,CON  (CONSTUCT/R),,2015/03/24 00:00:00+00,7350,7350,18738,"GARDENOLOGY, LLC",3946,61-90,,,
3948,91700097,STRUCTURAL ASSESSMENT MC CORMICK FIELD            ,9059,CHARISMA ARTIST AGENCY,CLOSED,PRO  (PRO SERVIC),,2018/05/21 00:00:00+00,8500,8914.39,25289,"TAYLOR & VIOLA STURCTURAL ENGINEERS, P.C.",3947,61-90,,,
3949,91000442,PEST CONTROL FOR PARK FACILITIES                  ,8741,WESTERN CAROLINA RESCUE MINIST,CLOSED,GS   (GEN SERV),,2012/06/27 00:00:00+00,2047,2054.87,812,DODSON BROS EXTERMINATING,3948,Current,,,
3950,91700375,UTILITY CUTS CONCRETE REPAIR                      ,7308,URTV INC,CLOSED,CON  (CONSTUCT/R),,2019/05/02 00:00:00+00,291374.5,289993.63,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3949,31-60,,,
3951,91600156,LEASE OF HEALTH SERVICES 6 MONTH/YEAR 2           ,28558,SPARC FOUNDATION INC,CLOSED,LS   (LEASE SVCS),,2019/03/27 00:00:00+00,36000,148500,22748,"155 BILTMORE, LLC",3950,90+,,,
3952,92000072,REPLACE CITY HALL BOILERS = CLOSE                 ,23652,LINKEDIN CORPORATION,CLOSED,CON  (CONSTUCT/R),,2021/02/04 00:00:00+00,849750,810243.01,1307,H & M CONSTRUCTORS,3951,31-60,,,
3953,92200241,TRAFFIC CALMING - BOND                            ,6753,"GOVDEALS, INC.",CLOSED,CON  (CONSTUCT/R),,2022/02/17 00:00:00+00,105842,105820,8446,"JLS COMPANY, LLC",3952,1-30,,,
3954,91100095,FIRE INSPECTIONS CLEAN AGENT SYSTEM               ,31204,"HARPERS PROFESSIONAL JANITORIAL SERVICES, LLC",CLOSED,GENERAL,,2013/06/10 00:00:00+00,3000,3500,7997,FIRE SYSTEMS INC,3953,1-30,,,
3955,92100248,MASTER ON-CALL PLANT PROJECTS                     ,8578,SHANNON CASSON,POSTED,PRO  (PRO SERVIC),MASTER ON CALL,2021/08/20 00:00:00+00,1,1,4574,KIMLEY-HORN AND ASSOCIATES,3954,31-60,,,
3956,91300182,FINANCIAL ADVISORY SERVICES                       ,28654,VOCATIONAL SOLUTIONS OF HENDERSON COUNTY INC,CLOSED,GS   (GEN SERV),,2013/05/16 00:00:00+00,22500,0,15683,FIRST SOUTHWEST,3955,31-60,,,
3957,91600198,COA PARKING DECK ELEVATOR MODERIZATION-CIVIC CENTE,2956,OPEN,POSTED,PRO  (PRO SERVIC),,2021/12/29 00:00:00+00,41600,195550,22376,L.E. WOOTEN & CO.,3956,61-90,,,
3958,91200126,DECISION TREE MAINTENANCE FY12                    ,37844,DR. MATTHEW ALAN MAHAR,CLOSED,GS   (GEN SERV),,2011/08/29 00:00:00+00,12000,12000,7950,AZAVEA,3957,1-30,,,
3959,91200286,POSTAGE WATER RESOURCES                           ,20473,"BRIGMAN ELECTRIC SALES AND SERVICE, LLC",CLOSED,GS   (GEN SERV),,2013/05/24 00:00:00+00,29000,28996.73,3204,MAIL MANAGEMENT SERVICES,3958,61-90,,,
3960,91600314,4TH JULY EVENT PRODUCTION AGREEMENT               ,8458,JIMMY L BRANCH JR.,CLOSED,GS   (GEN SERV),,2017/06/06 00:00:00+00,5000,28000,139,ASHEVILLE DOWNTOWN ASSOC,3959,31-60,,,
3961,92000133,19-20 SPF GRANT FOR CWA LEARNING CENTER 1         ,12250,"JGB INDUSTRIES, INC.",CLOSED,GS   (GEN SERV),,2021/06/10 00:00:00+00,20000,13968.5,30459,"THE CHRISTINE AVERY LEARNING CENTER, INC",3960,Current,,,
3962,91900381,CARING FOR CHILDREN FY 18-19                      ,4657,SOFTWARE HOUSE INTERNATIONAL,CLOSED,HUD (GEN SERV-HUD),,2019/06/28 00:00:00+00,25000,25000,7049,CARING FOR CHILDREN,3961,31-60,,,
3963,92000170,MOWING IN VARIOUS COA PARKS JULY-DEC 2019         ,19230,THE SPORTS FLOORING GROUP,CLOSED,GS   (GEN SERV),,2020/04/24 00:00:00+00,82230,73270.24,13811,PINNACLE LANDSCAPE LLC.,3962,1-30,,,
3964,91800090,POSITIVE CHANGES FOR YOUTH MINISTRIES SPF FY 17-18,11168,"BOROS, ADRIAN",CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2018/06/07 00:00:00+00,6500,6500,28149,POSITIVE CHANGES YOUTH MINISTRIES,3963,61-90,,,
3965,92000506,GRIFFIN COVID-19 PORTAJOHN SERVICES. AMENDMENT 3. ,14427,RIVERLINK,POSTED,GS   (GEN SERV),SERVICE,2021/08/20 00:00:00+00,89000,199000,34326,FUSIONSITE ASHEVILLE,3964,90+,,,
3966,91900280,AFD FIRE STATION #13 WETLANDS DELINEATIONS        ,20274,"FIELD CONSTRUCTION SERVICES, INC.",CLOSED,PRO  (PRO SERVIC),EXEMPTION,2019/06/28 00:00:00+00,4600,4600,1706,MCGILL ASSOCIATES PA,3965,Current,,,
3967,91300266,INTER LOCAL WITH ASHEVILLE HUMANE SOCIETY         ,34970,"COACHCRAFTERS, INC.",CLOSED,GS   (GEN SERV),,2013/04/29 00:00:00+00,230004,230004,1030,ASHEVILLE HUMANE SOCIETY,3966,61-90,,,
3968,91700420,INSTALLING FENCE AT ART STATION                   ,87,ACCENT ROOFING,CLOSED,CON  (CONSTUCT/R),,2018/06/28 00:00:00+00,5989.27,5825.94,21117,"ASHEVILLE CONTRACTING CO,INC.",3967,90+,,,
3969,92000309,9 WALDEN RIDGE LEASE                              ,37844,DR. MATTHEW ALAN MAHAR,CLOSED,GS   (GEN SERV),,2020/04/22 00:00:00+00,19447.28,5948.58,34019,"PULLIAM STATE BUREAU, LLC",3968,1-30,,,
3970,91900372,CRIMESTOPPERS FY 18-19 CONTINUATION OF SERVICES   ,7573,CUSTOM AUDIO AND LIGHTING INC,CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,43665,44621,416,BUNCOMBE COUNTY FINANCE DEPT,3969,31-60,,,
3971,91300262,MT. VERNON CIRCLE PAVING                          ,3805,UNCA FOUNDATION,CLOSED,CON  (CONSTUCT/R),,2013/04/29 00:00:00+00,5230,5230,16673,"APPALACHIAN PAVING AND CONCRETE, INC.",3970,90+,,,
3972,91700295,CONSTRUCTION NEW ENTRANCE WNC NATURE CENTER       ,20993,MHC KENWORTH ASHEVILLE,CLOSED,CON  (CONSTUCT/R),,2020/04/21 00:00:00+00,1029382,1170855.06,5260,"B ALLEN CONSTRUCTION, INC.",3971,1-30,,,
3973,92000436,AGILE ASSETS PAVEMENT ANALYST SOFTWARE CLOSING    ,14060,COUNTY OF BUNCOMBE,POSTED,GS   (GEN SERV),,2022/02/10 00:00:00+00,15000,37000,34502,AGILEASSETS INC,3972,1-30,,,
